,donor_id,churn_date
34462,-8266699197775128791,2018-4-25
34469,-8266230006886543026,2007-3-12
34495,-8263980413157195333,2020-3-11
34511,-8259291604579378109,2014-6-12
34513,-8259268340757716753,2010-4-2
34533,-8258845486383196818,2014-7-19
34552,-8255001524295856134,2015-3-12
34566,-8252560665923905493,2012-3-2
34572,-8251235152770077375,2019-12-2
34575,-8246679782240253405,2020-2-3
34577,-8246495254242858852,2000-10-19
34594,-8246255848961377221,2002-1-13
34631,-8246197817531316830,2008-7-13
34632,-8246197817531316830,2009-6-13
34633,-8246197817531316830,2010-6-13
34634,-8246197817531316830,2011-6-13
34635,-8246197817531316830,2012-6-13
34664,-8244119161124111952,2003-1-21
34821,-8243902529849717979,2020-1-27
34976,-8243397473459600494,2020-2-27
34988,-8242048866020209488,2001-8-11
35010,-8241549522990517273,2017-2-7
35168,-8240601002103376396,2020-1-28
35185,-8240034420510330773,2018-12-23
35188,-8239375961813117807,2019-12-27
35284,-8238510502594885166,2011-10-13
35330,-8238477311182281298,2010-9-23
35370,-8238477311182281298,2014-4-24
35435,-8238477311182281298,2020-1-17
35438,-8236680974703880813,2011-7-16
35458,-8234926786171040680,2009-6-11
35499,-8234870071054545989,2018-1-16
35520,-8234870071054545989,2019-11-19
35529,-8234486740697888557,2015-6-14
35658,-8234378270937794097,2020-3-11
35663,-8233761430885447057,2010-9-7
35709,-8233095262606858382,2013-3-14
35718,-8232497103540712875,2009-7-18
35720,-8231464043746477653,2001-5-22
35744,-8231464043746477653,2004-5-21
35761,-8231270415221228869,2011-1-28
35783,-8230572733023924008,2009-5-15
35812,-8230572733023924008,2012-6-15
35873,-8229931222747244036,2012-3-10
35895,-8228733322052163458,2017-6-21
35903,-8227616082312114078,2013-11-1
35999,-8226384369380808212,2008-8-17
36066,-8226176257898847792,2006-10-19
36078,-8223789502107266361,2014-4-14
36079,-8223691592585035994,2000-9-17
36252,-8220208467951293590,2020-3-18
36262,-8218576692434032754,2020-2-4
36269,-8218304561500064094,2015-11-30
36285,-8215573043171312568,2002-2-21
36312,-8215363348928248738,2008-2-13
36315,-8214680662724576207,2019-7-23
36382,-8214393557243071917,2012-5-1
36448,-8213450429197690266,2016-1-19
36541,-8213287824138774519,2016-9-23
36568,-8213287824138774519,2020-2-23
36676,-8212991181820123381,2011-3-19
36784,-8212991181820123381,2020-3-19
36807,-8209586971981739061,2018-2-15
36821,-8208423924283973862,2011-6-9
36828,-8208303874233449317,2011-5-8
36829,-8207565117679092194,2010-10-31
36874,-8207565117679092194,2015-2-27
36892,-8207542701491314027,2002-2-13
36904,-8206666095560693718,2019-7-21
36914,-8205871645651705759,2007-10-28
36915,-8204635455073752380,2011-11-23
36995,-8202782300121183941,2020-2-21
37014,-8202247830058899695,2016-7-4
37020,-8201527255815133174,2009-6-24
37135,-8201092508880118784,2016-7-28
37197,-8200974818228091892,2020-2-11
37266,-8200009283306904011,2020-3-18
37281,-8199396773792721275,2013-6-11
37292,-8198886091350589399,2011-11-21
37302,-8198577461494387953,2013-11-22
37341,-8195467185401090700,2019-9-2
37362,-8194295873648535431,2008-6-30
37372,-8193837487861912631,2008-9-15
37376,-8191380480043482989,2015-4-14
37385,-8191380480043482989,2016-1-14
37390,-8190738191533869927,2009-5-15
37412,-8190738191533869927,2013-9-15
37430,-8189666554922708379,2013-6-15
37434,-8189408626686187915,2001-2-13
37435,-8187959784531969995,2014-2-14
37468,-8187536844291792243,2005-11-19
37523,-8185897925499347791,2020-2-19
37572,-8184788884147145980,2013-3-15
37581,-8183881920472170788,2002-11-14
37727,-8183077220667655572,2015-1-17
37789,-8183077220667655572,2020-3-17
37809,-8182969195819977596,2009-6-13
37819,-8180834963237786365,2008-1-2
37824,-8180665301242252665,2006-5-21
37895,-8180510324761939443,2020-2-13
37911,-8178206376113601254,2013-3-11
37933,-8177740858017385405,2015-4-16
37937,-8176893496875666380,2020-3-2
37943,-8173835792036695057,2010-10-11
37981,-8173812220078479889,2014-6-9
38038,-8173812220078479889,2020-3-9
38125,-8173688896910635015,2008-7-15
38127,-8173526219932119465,2008-5-2
38149,-8171588189479525557,2015-2-8
38158,-8171588189479525557,2018-12-3
38180,-8170981380797334847,2007-12-15
38181,-8170182821023449825,2007-4-30
38182,-8170182821023449825,2009-5-6
38183,-8170182821023449825,2010-5-6
38184,-8170182821023449825,2011-5-5
38185,-8170182821023449825,2012-5-6
38186,-8170182821023449825,2013-5-5
38187,-8170182821023449825,2014-5-4
38188,-8170182821023449825,2015-5-4
38189,-8170182821023449825,2016-5-4
38190,-8170182821023449825,2017-5-4
38191,-8170182821023449825,2018-5-6
38192,-8170182821023449825,2019-5-5
38196,-8169685076857656513,2019-2-2
38199,-8169602103170753921,2017-12-16
38208,-8169602103170753921,2019-2-9
38213,-8169602103170753921,2020-2-19
38214,-8169440664845768986,2001-8-12
38215,-8169440664845768986,2002-8-12
38250,-8169154879086056715,2020-2-27
38261,-8168559808985589288,2011-1-7
38264,-8168165566564849899,2008-8-14
38341,-8167162406459976778,2016-8-11
38356,-8167162406459976778,2018-2-11
38382,-8165892681588668347,2019-2-5
38411,-8165795190090014968,2018-2-25
38438,-8165371548175751873,2014-7-18
38637,-8163232736856441553,2016-10-20
38772,-8161661413095276211,2020-2-27
38773,-8160496553736831356,2012-8-9
38779,-8160190124699780023,2007-4-23
38785,-8157533437916959180,2009-4-15
38795,-8156870324798943843,2016-9-21
38825,-8155736770051999386,2011-6-14
38972,-8154815388955788741,2015-11-18
38991,-8154147253384598373,2009-5-15
39013,-8151207508644084415,2013-7-3
39074,-8151207508644084415,2019-6-17
39096,-8150038172836984880,2017-6-30
39118,-8148818643546913127,2005-1-8
39129,-8147879362367202662,2002-1-19
39135,-8146549007882869784,2019-7-31
39250,-8146033718495252969,2016-8-1
39265,-8146024767771374720,2010-7-21
39268,-8144926361589333966,2001-1-6
39302,-8144926361589333966,2004-11-19
39326,-8144158190741928344,2005-11-21
39374,-8143865327879093809,2012-12-20
39442,-8143760078347099463,2018-7-12
39448,-8141538896823480112,2013-8-22
39453,-8141338897785058198,2015-4-4
39463,-8140545920190220044,2005-9-15
39471,-8138283880046441247,2009-5-6
39481,-8136151795889468938,2003-6-17
39577,-8136056169916034294,2008-9-14
39663,-8135110394065746373,2016-1-19
39665,-8133839336726766481,2001-7-16
39666,-8133839336726766481,2002-6-16
39673,-8133069489807450542,2020-2-14
39678,-8132251205152625006,2013-7-11
39721,-8131798523418750455,2012-1-31
39730,-8131302631614809925,2008-10-13
39766,-8131163547742088255,2020-3-13
39772,-8129446057050831545,2011-5-26
39776,-8128812875371512448,2016-1-14
39781,-8127915540995672740,2017-2-21
39812,-8126865352766925416,2012-11-20
39918,-8126259203983219768,2016-12-7
39920,-8125887955487897810,2006-4-13
39922,-8125390951776773883,2016-7-3
39924,-8124416091582046494,2001-6-9
39977,-8123572917277091729,2011-6-6
39986,-8122996665868572401,2011-7-17
40008,-8122699289071706023,2002-5-10
40038,-8122623612431402729,2008-9-10
40087,-8122282005139777458,2010-12-24
40090,-8122282005139777458,2011-4-29
40092,-8121917342909830764,2008-4-18
40097,-8121882466858521965,2016-10-4
40098,-8120076918568053271,2013-12-7
40103,-8120037820856279754,2012-9-1
40271,-8119519375802032413,2016-7-22
40272,-8118387969339402563,2009-11-22
40279,-8117741460311935370,2001-12-21
40280,-8117541118238067693,2014-12-16
40442,-8117141056413580139,2014-4-14
40668,-8115188803255801396,2019-2-11
40669,-8113570604170123549,2009-6-7
40719,-8113194608653072337,2015-6-13
40724,-8112890321002171147,2014-11-2
40732,-8111880612638933227,2009-7-29
40745,-8110364804953030633,2009-3-17
40750,-8109530122660069334,2015-7-19
40773,-8109430047979258324,2011-8-27
40777,-8107138879169464141,2018-12-17
40802,-8106300102287494381,2019-5-20
40818,-8105968506866493377,2008-2-18
40833,-8102718535893009481,2012-6-27
40872,-8101735572341896423,2020-2-19
40873,-8100699958627245473,2009-12-20
40905,-8098534624085566235,2009-8-30
40913,-8096697195811113461,2008-3-25
40918,-8096697195811113461,2009-12-18
40920,-8095987077491033829,2010-1-25
40946,-8094837798706798392,2020-3-5
41180,-8094828195308074030,2020-3-10
41204,-8094093785354641439,2004-4-15
41239,-8092677850038668295,2019-12-14
41241,-8091715545869749136,2016-10-7
41264,-8091293712660817535,2020-3-17
41273,-8090052333267108184,2004-11-12
41289,-8090031377609103605,2017-8-5
41347,-8088350801630034552,2020-1-14
41503,-8087139690157367925,2020-1-22
41541,-8086900905439233203,2012-2-16
41542,-8085922245326622441,2010-7-17
41590,-8085504801157081577,2013-10-18
41592,-8085394036444339160,2001-4-14
41593,-8085394036444339160,2002-4-14
41594,-8085394036444339160,2003-4-14
41595,-8085394036444339160,2004-4-14
41596,-8085394036444339160,2005-4-14
41597,-8085394036444339160,2006-4-14
41598,-8085394036444339160,2007-4-14
41599,-8085394036444339160,2008-4-14
41600,-8085394036444339160,2009-4-14
41601,-8085394036444339160,2010-4-14
41602,-8085394036444339160,2011-4-14
41603,-8085394036444339160,2012-4-14
41604,-8085394036444339160,2013-4-14
41605,-8085394036444339160,2014-4-14
41606,-8085394036444339160,2015-4-14
41607,-8085394036444339160,2016-4-14
41608,-8085394036444339160,2017-4-14
41609,-8085394036444339160,2018-4-14
41610,-8085394036444339160,2019-4-15
41628,-8084989956753040471,2011-9-21
41725,-8084199567142632529,2015-9-22
41726,-8084181945058806950,2018-5-9
41727,-8084181945058806950,2019-5-9
41741,-8076809093688212797,2010-7-18
41755,-8075409686520767429,2017-7-31
41757,-8071126151665504060,2012-12-27
41814,-8070869157140455083,2015-3-3
41829,-8070869157140455083,2016-6-3
41890,-8070625196822243050,2020-3-8
41928,-8070265957750229128,2020-3-6
41942,-8068742399673774398,2019-7-18
42097,-8068588940804010265,2019-12-13
42099,-8067740879606798478,2011-9-27
42233,-8063912572911997357,2020-2-26
42283,-8063762749214523432,2020-3-10
42296,-8061877969656760095,2011-2-4
42297,-8060794465732225616,2005-7-20
42298,-8059388782510230442,2004-11-12
42299,-8059388782510230442,2005-11-12
42300,-8059388782510230442,2006-11-12
42301,-8059388782510230442,2007-11-12
42302,-8059388782510230442,2008-11-12
42303,-8059388782510230442,2009-11-13
42304,-8059388782510230442,2010-11-13
42305,-8059388782510230442,2011-11-13
42306,-8059388782510230442,2012-11-13
42307,-8059388782510230442,2013-11-13
42308,-8059388782510230442,2014-11-13
42309,-8059388782510230442,2015-11-13
42310,-8059388782510230442,2016-11-13
42311,-8059388782510230442,2017-11-13
42312,-8059388782510230442,2018-11-13
42313,-8059388782510230442,2019-11-13
42371,-8056133022224331563,2005-6-19
42374,-8054779918791146843,2017-5-18
42387,-8054236834722360408,2010-5-18
42393,-8054200311144940830,2013-7-2
42415,-8050052419813706889,2008-9-25
42519,-8048711904832311777,2015-8-27
42524,-8048320159087794985,2019-10-21
42579,-8047911785095186102,2014-8-23
42585,-8047639468558687437,2014-7-2
42588,-8046984509524263769,2001-1-2
42589,-8046873025640496471,2003-4-13
42624,-8046045273103134499,2006-7-10
42758,-8045182091091638418,2020-2-19
42765,-8044762952588325383,2014-12-28
42801,-8044614384253132957,2009-11-15
42833,-8044614384253132957,2012-11-14
42836,-8044608528368151474,2020-1-12
42842,-8042164466623945410,2019-7-24
42844,-8041488932042099056,2007-7-2
42845,-8041488932042099056,2008-7-2
42846,-8041488932042099056,2010-8-6
42847,-8041488932042099056,2011-8-8
42848,-8041488932042099056,2012-8-6
42849,-8041488932042099056,2013-8-7
42850,-8041488932042099056,2014-9-9
42851,-8041488932042099056,2015-8-7
42852,-8041488932042099056,2016-8-5
42853,-8041488932042099056,2017-8-7
42854,-8041488932042099056,2018-8-7
42855,-8041488932042099056,2019-8-7
42856,-8041072499370200657,2001-5-22
42857,-8041072499370200657,2002-5-22
42858,-8041072499370200657,2003-5-22
42859,-8041072499370200657,2004-5-22
42860,-8041072499370200657,2005-5-22
42862,-8041072499370200657,2007-5-22
42865,-8040904292286008030,2011-6-13
42895,-8039702279427163079,2011-7-29
42925,-8039616492038160319,2002-12-14
42926,-8037536160277192085,2001-8-17
42927,-8037536160277192085,2002-8-17
42928,-8037536160277192085,2003-8-17
42929,-8037536160277192085,2004-8-17
42930,-8037536160277192085,2005-8-17
42931,-8037536160277192085,2006-8-17
42932,-8037536160277192085,2007-8-17
42933,-8037536160277192085,2008-8-17
42934,-8037536160277192085,2009-8-17
42935,-8037536160277192085,2010-8-17
42936,-8037536160277192085,2011-8-17
42937,-8037536160277192085,2012-8-17
42938,-8037536160277192085,2013-8-17
42951,-8037344526073015773,2009-3-7
42955,-8036872975144679345,2008-4-29
42957,-8036872975144679345,2008-9-30
43108,-8036658779983110065,2020-3-21
43146,-8036276585669521844,2020-3-2
43189,-8035809575758230731,2020-3-15
43194,-8034912123032207263,2018-5-3
43219,-8034444624538276513,2011-7-21
43239,-8032592084575314542,2011-10-17
43291,-8031953259527843098,2013-5-23
43297,-8027117905061115136,2007-3-15
43303,-8026483090479242744,2009-6-16
43307,-8024717483472009325,2001-6-18
43308,-8024717483472009325,2002-6-18
43309,-8024717483472009325,2003-6-18
43310,-8024717483472009325,2004-6-17
43311,-8024717483472009325,2005-6-17
43312,-8024717483472009325,2006-6-17
43313,-8024717483472009325,2007-6-17
43314,-8024717483472009325,2008-6-17
43320,-8024537668905642989,2007-4-26
43321,-8024176934011523102,2018-9-2
43481,-8023722764868240704,2020-1-23
43488,-8023085487448806852,2011-11-6
43494,-8019465972797548478,2019-1-11
43525,-8018926943398447272,2005-5-11
43571,-8018764745620627666,2019-6-17
43577,-8018679359275898680,2019-9-20
43586,-8018240156623020461,2016-6-11
43592,-8018161246706087125,2007-6-27
43598,-8015420605320616219,2007-6-13
43599,-8013213742486771479,2014-12-24
43617,-8011862481460772348,2007-3-19
43635,-8011467215755388264,2019-1-15
43639,-8011467215755388264,2020-1-15
43647,-8009555542599988683,2010-11-26
43663,-8009188330524677507,2020-2-20
43665,-8008643928797235547,2009-11-27
43703,-8006997544856820315,2018-3-10
43718,-8006997544856820315,2019-8-10
43727,-8006684304276993589,2007-7-14
43814,-8006381044281554293,2020-3-13
43815,-8006094989711184618,2015-2-23
43821,-8003895359298012716,2001-11-22
43834,-7998640540675397701,2018-4-4
43835,-7998514417023121826,2003-7-22
43838,-7996312449822646746,2020-2-18
43847,-7996107660918862380,2007-9-24
43877,-7995452179025408749,2017-3-30
43900,-7995452179025408749,2019-8-10
43901,-7995071738278736445,2007-6-29
43902,-7995071738278736445,2008-6-26
43903,-7995071738278736445,2009-6-26
43911,-7994129876461247527,2020-3-19
43912,-7993986452920515656,2020-1-22
43917,-7993345340797004446,2008-5-1
43935,-7993345340797004446,2011-1-28
43952,-7992346200372960835,2002-5-10
43954,-7992346200372960835,2007-1-10
43981,-7992346200372960835,2010-2-10
43982,-7990987503036730923,2012-10-3
43989,-7990866355149177096,2010-8-31
44146,-7990607054395823022,2020-1-25
44280,-7990523660318908993,2020-2-19
44313,-7990288050328145489,2020-3-11
44333,-7987811549451535538,2012-3-27
44345,-7987751024665890770,2020-3-6
44349,-7987536707718456664,2000-12-18
44584,-7987081511204358357,2020-3-15
44595,-7986102739281593561,2007-11-27
44617,-7986102739281593561,2009-10-27
44626,-7986022978218056266,2011-7-20
44632,-7985181073401724165,2016-6-23
44648,-7984738495015864864,2020-3-4
44655,-7984732822308804007,2018-8-6
44682,-7983852179917607268,2013-3-26
44684,-7982402721883562967,2011-3-11
44685,-7982402721883562967,2011-7-2
44729,-7982381932309251099,2011-3-29
44733,-7980534028578147531,2006-2-21
44741,-7980532919637921888,2007-3-21
44744,-7980392752268453418,2010-12-31
44746,-7979803741623114794,2013-9-10
44850,-7978020692460072047,2018-7-20
44855,-7975886205904112255,2020-2-1
44857,-7974899419337262865,2016-4-19
44864,-7974899419337262865,2016-11-1
44897,-7974016776376962170,2004-11-19
44902,-7973875481523886919,2017-2-9
44927,-7971611957550459910,2010-11-12
44943,-7971486653885665290,2011-6-3
44944,-7971410655008936585,2001-3-12
44945,-7971410655008936585,2002-3-12
44946,-7971410655008936585,2003-3-12
44958,-7971141114962385000,2018-6-28
44967,-7970872737170927532,2006-3-1
44983,-7970685106718472541,2016-2-8
45019,-7969404739516957391,2003-12-20
45021,-7968361302915430861,2017-2-22
45062,-7966461743263467419,2012-3-24
45167,-7966344213852106668,2010-7-10
45198,-7966344213852106668,2014-3-10
45226,-7966344213852106668,2017-2-10
45229,-7965833338791143393,2011-11-20
45256,-7965099840602491983,2020-1-18
45272,-7963505008338158862,2003-1-21
45290,-7961197471518990957,2014-11-17
45376,-7960453451365624650,2014-1-31
45383,-7960265919606513629,2003-3-17
45395,-7959401090858051400,2007-12-28
45409,-7957064172383738597,2014-4-3
45441,-7956849838773414613,2009-3-20
45449,-7956304961250578000,2001-3-20
45485,-7955871711057272864,2003-8-17
45549,-7952270862333417319,2009-1-12
45555,-7952082300668036705,2007-5-11
45556,-7950529824376297093,2010-5-22
45573,-7950529824376297093,2015-9-10
45578,-7949977005744664466,2005-6-12
45580,-7949877060138732553,2005-3-1
45581,-7949877060138732553,2006-4-12
45582,-7949877060138732553,2007-4-12
45583,-7949877060138732553,2008-4-12
45587,-7949600745200276286,2001-3-21
45589,-7949495304903175609,2009-9-22
45650,-7948551154405996609,2020-2-17
45656,-7948542409562456287,2020-2-15
45659,-7945668828633138769,2020-3-6
45672,-7945315868706145369,2008-2-7
45679,-7942298405728328493,2011-1-30
45695,-7941114199996436290,2013-2-19
45713,-7941114199996436290,2016-2-19
45932,-7940778850228586351,2020-3-16
45943,-7937177607976250652,2015-4-5
45955,-7935157666473738262,2017-10-8
45980,-7935157666473738262,2020-2-23
45986,-7933931102683031693,2007-7-3
45995,-7932813892693368537,2003-1-9
46006,-7932606958311317109,2017-12-5
46008,-7932606958311317109,2018-5-5
46018,-7931324522446057253,2014-1-12
46078,-7929012292389080120,2008-2-21
46084,-7928678384863375107,2015-12-29
46089,-7928233874330533986,2011-10-15
46130,-7927568147457647570,2011-7-5
46136,-7927178509506756504,2011-1-14
46138,-7927084620327746573,2015-10-3
46140,-7926590482617891935,2007-4-27
46222,-7925590405736677509,2013-12-2
46453,-7923340775230581597,2020-3-13
46463,-7922866832177115946,2018-7-1
46470,-7922866832177115946,2020-2-26
46514,-7922828427290087656,2015-11-25
46516,-7922828427290087656,2020-3-11
46538,-7922721454936497822,2008-10-19
46540,-7921812777249171083,2019-3-6
46563,-7920520664786678753,2017-7-4
46565,-7920520664786678753,2018-6-29
46567,-7911531895140638102,2001-9-13
46635,-7911270661862294714,2016-4-16
46769,-7910735237629010007,2020-2-2
46770,-7909224293483507534,2010-11-21
46802,-7907869841537692773,2019-10-7
46807,-7907808474160501908,2020-2-27
46851,-7906313749060548154,2014-1-12
46859,-7905692739085998411,2013-9-19
46870,-7903620107397650461,2008-4-27
46883,-7902339243483200857,2013-1-20
47040,-7902076059672281363,2020-1-29
47059,-7902013409766903910,2014-11-6
47070,-7901986701345422941,2003-5-10
47073,-7901609886680206210,2010-9-12
47076,-7900244406070012874,2011-1-20
47095,-7899903068573285183,2018-4-12
47117,-7899903068573285183,2020-3-12
47124,-7897078334692823834,2010-6-14
47208,-7896141045892249206,2020-2-28
47345,-7895655688020667616,2013-11-19
47356,-7895148859696473302,2016-5-24
47417,-7894824155891601639,2020-2-19
47423,-7893717941030368670,2019-4-25
47511,-7890769007420585668,2010-1-19
47529,-7890403540562007284,2011-4-14
47530,-7887878807119595328,2019-11-1
47534,-7887878807119595328,2020-3-1
47539,-7887604628568721827,2008-7-1
47676,-7887023356245140228,2020-2-20
47686,-7886830821125095777,2002-7-14
47708,-7886132532865538540,2002-6-9
47710,-7886012065111716813,2014-4-6
47945,-7885445383812760020,2020-3-12
47955,-7884690250557190186,2017-7-29
47976,-7884690250557190186,2020-2-12
47977,-7883438462639277880,2007-9-1
47978,-7883438462639277880,2008-8-28
47979,-7883438462639277880,2009-7-16
47991,-7883008894457376746,2001-12-17
48004,-7882699280856706994,2020-1-17
48021,-7882616513267019920,2010-4-9
48038,-7882208113119762257,2007-8-18
48083,-7881644968901090792,2012-8-20
48084,-7880730308406508427,2019-1-20
48085,-7879896623058337447,2018-8-3
48204,-7879819844028547231,2016-11-21
48219,-7879369324436778988,2013-2-20
48229,-7875660807885818007,2019-12-30
48233,-7875038392169966075,2011-10-9
48251,-7874521334442169746,2010-3-8
48278,-7874464500440708220,2012-9-5
48358,-7872722563245462526,2007-4-6
48365,-7871736231428642174,2015-10-3
48375,-7871640084908543918,2010-5-13
48376,-7870777924180262368,2003-2-14
48395,-7870712464447318208,2010-7-18
48410,-7870493194688094718,2012-6-18
48412,-7870312732008550809,2000-12-19
48426,-7869739522288289483,2016-8-13
48430,-7868371901072091418,2010-5-2
48439,-7868259915146553214,2008-12-6
48484,-7867085761933264231,2017-9-7
48496,-7866144950122177628,2013-3-1
48609,-7865130705346149741,2020-3-10
48664,-7864356400513648770,2019-3-12
48766,-7863421757128999220,2009-4-18
48774,-7862883482209712638,2019-8-13
48778,-7861770414106665489,2017-7-14
48791,-7861571520202018099,2009-10-24
48804,-7861446284444855207,2017-2-2
48867,-7858426774465113382,2014-7-13
48868,-7857167504569310850,2009-4-22
48869,-7856474052935744911,2000-9-6
48871,-7856047534541038101,2002-1-18
48875,-7854625160669123893,2020-3-7
48920,-7850866221100791852,2010-11-20
48937,-7850808667930901890,2020-2-7
48970,-7849571357955953874,2018-9-21
48972,-7846700707449767412,2001-9-10
48973,-7846700707449767412,2002-9-10
48974,-7846700707449767412,2003-9-10
48975,-7846700707449767412,2004-9-10
48976,-7846700707449767412,2005-9-10
48977,-7846700707449767412,2006-9-10
48978,-7846700707449767412,2007-9-10
48979,-7846700707449767412,2008-9-10
48980,-7846700707449767412,2009-9-10
48981,-7846700707449767412,2010-9-10
48982,-7846700707449767412,2011-9-10
49008,-7845454964901230056,2002-9-19
49024,-7843827567727889911,2009-2-22
49032,-7839239627271136134,2018-7-30
49033,-7839160191582461824,2016-5-24
49037,-7839160191582461824,2017-3-21
49038,-7838852307039192697,2011-7-16
49179,-7838067247265200359,2020-3-13
49182,-7837906428921011270,2012-11-3
49185,-7836666960671066997,2012-9-7
49210,-7835369294658603623,2010-12-27
49218,-7834175927878666042,2014-3-2
49221,-7833958022765815473,2016-1-20
49232,-7833100630227851687,2002-6-22
49239,-7833100630227851687,2003-4-22
49240,-7831691065593232619,2020-3-13
49254,-7829261709286700707,2011-4-22
49265,-7828569347911444278,2009-11-18
49314,-7826778558927550785,2012-4-9
49338,-7825923378194583759,2011-8-28
49364,-7825923378194583759,2014-10-12
49422,-7825462034967096340,2009-3-21
49482,-7824972597740451087,2020-3-2
49487,-7823467706520339615,2013-8-17
49519,-7819741296381982219,2020-2-22
49530,-7817972986900463127,2011-8-12
49547,-7817507192897946912,2013-11-20
49554,-7815399739384857390,2009-11-16
49660,-7814177913549150780,2017-11-17
49682,-7814177913549150780,2020-2-17
49688,-7813502993783310142,2016-3-25
49690,-7813368612471363508,2001-1-16
49691,-7813368612471363508,2002-1-16
49692,-7813368612471363508,2003-1-16
49693,-7813368612471363508,2004-1-16
49694,-7813368612471363508,2005-1-16
49695,-7813368612471363508,2006-1-16
49696,-7813368612471363508,2007-1-16
49697,-7813368612471363508,2008-1-16
49698,-7813368612471363508,2009-1-16
49699,-7813368612471363508,2010-1-16
49700,-7813368612471363508,2011-1-16
49701,-7813368612471363508,2012-1-16
49702,-7813368612471363508,2013-1-16
49703,-7813368612471363508,2014-1-16
49704,-7813368612471363508,2015-1-16
49705,-7813368612471363508,2016-1-16
49706,-7813368612471363508,2017-1-16
49707,-7813368612471363508,2018-1-16
49708,-7813368612471363508,2019-1-16
49743,-7810655421121252117,2010-4-18
49749,-7807872239302594879,2019-9-2
49900,-7807828342596042756,2014-3-18
49916,-7807699224023775147,2017-10-12
49924,-7807699224023775147,2018-7-19
49929,-7807162236718618318,2018-8-20
49947,-7807162236718618318,2020-2-20
50182,-7806724700076423349,2020-3-17
50187,-7806678790664036526,2007-10-20
50235,-7806378057394077587,2019-8-15
50324,-7806246813905987843,2020-1-5
50481,-7806083265969405940,2020-1-31
50486,-7804842590304367669,2015-4-10
50495,-7804805855411020798,2010-7-30
50498,-7804119076326294633,2014-10-5
50512,-7803574159527666349,2007-10-29
50537,-7803574159527666349,2012-5-29
50540,-7803525534046534671,2015-5-1
50545,-7803525534046534671,2017-9-25
50628,-7803024627072317579,2020-2-16
50634,-7802957313077674050,2010-9-12
50635,-7802349213884465164,2002-3-19
50648,-7800544865857295863,2016-6-5
50654,-7798424323511821838,2019-10-28
50677,-7797939270587900676,2019-8-2
50681,-7797888858205795130,2018-10-29
50690,-7797540441544146147,2015-10-26
50712,-7796138087295147023,2012-11-27
50713,-7795079120186254528,2007-1-26
50714,-7794697860152304305,2009-5-18
50715,-7794333413348784945,2020-3-7
50734,-7794043986915590230,2004-10-14
50746,-7792716059736811410,2003-8-11
50753,-7792584075552597273,2010-11-22
50790,-7790581411342887674,2020-2-18
50868,-7789821913559572782,2007-2-17
50876,-7789734989500785058,2014-9-12
50882,-7789734989500785058,2018-3-17
50883,-7789734989500785058,2020-2-17
51006,-7787102309293544983,2017-3-26
51007,-7786655088737481084,2011-1-27
51016,-7786156536417255773,2017-4-25
51165,-7786129372774893422,2019-6-4
51193,-7785632809868448624,2009-3-10
51220,-7785632809868448624,2011-7-9
51233,-7785632809868448624,2012-9-11
51319,-7784685572122340774,2016-7-2
51549,-7784490569704532831,2020-3-2
51555,-7784162779262730554,2012-10-14
51644,-7782791724374138066,2008-10-19
51661,-7782180288874444244,2020-3-3
51663,-7781638416763126402,2001-2-21
51684,-7781638416763126402,2003-2-21
51695,-7780175969544417763,2002-3-11
51719,-7779976543533813826,2018-1-21
51726,-7779031996306006316,2020-3-5
51774,-7778039021631777621,2020-3-11
51890,-7777887959398605157,2018-1-27
51891,-7777644710906119555,2009-3-13
51892,-7777644710906119555,2010-2-24
51893,-7777644710906119555,2011-3-11
51894,-7777644710906119555,2012-2-29
51897,-7776245913000423970,2011-6-22
51915,-7776010650394668414,2019-12-26
52111,-7775259409164765760,2020-3-16
52122,-7772174119875248694,2001-6-21
52129,-7768938376946889309,2004-5-17
52153,-7768744835131699468,2005-5-19
52173,-7768565603453956219,2007-2-12
52176,-7766704379815415924,2012-6-17
52189,-7766447566257691266,2006-2-16
52196,-7765669823752902375,2015-10-25
52219,-7763551214876517398,2008-10-22
52333,-7763551214876517398,2020-1-15
52346,-7763118454954251968,2013-8-8
52503,-7762420130075580345,2020-1-16
52514,-7762025576063342251,2016-1-25
52649,-7759897590904998508,2020-2-14
52697,-7757201126726654469,2016-10-17
52709,-7757201126726654469,2017-11-16
52727,-7757142644756136465,2010-3-9
52730,-7755554892880456944,2004-1-14
52737,-7755554892880456944,2012-12-27
52758,-7753339963450212678,2019-5-6
52768,-7753090521668263682,2017-12-29
52778,-7753090521668263682,2018-10-29
52786,-7753090521668263682,2019-11-28
52806,-7752968440674398389,2004-8-9
52820,-7752838294094318116,2005-2-18
52871,-7752362649652412629,2020-2-29
53040,-7751480240923551438,2018-5-18
53053,-7750850166290326680,2003-11-9
53086,-7750685220299953869,2008-12-21
53105,-7749616849124942897,2018-1-16
53132,-7749563685109636186,2008-5-13
53145,-7748870275393134126,2009-9-30
53203,-7747936501504498203,2014-1-21
53208,-7747782369414210502,2001-1-14
53216,-7745861840120565876,2007-10-29
53243,-7745861840120565876,2013-2-23
53244,-7743411690949509035,2019-3-7
53261,-7742535422882230560,2016-6-13
53262,-7742022338689113953,2009-2-26
53419,-7741792487707546897,2020-1-26
53480,-7740585999622377242,2007-11-13
53568,-7740371778744163512,2014-5-2
53595,-7740227434561216417,2002-11-22
53614,-7738088618024967336,2015-3-1
